,name,room_type,price,minimum_nights,number_of_reviews,availability_365
40480,Duplex in Brooklyn,Shared room,40,4,0,0
40485,Cozy bedroom in spacious Brooklyn apartment.,Private room,40,14,0,0
40487,NEW Charming Private Floor - 15min to Manhattan!,Entire home/apt,99,2,20,0
40493,SoHo Charm - Entire 2-br apartment,Entire home/apt,200,2,1,0
40499,Room in a beautiful chelsea apt. w/ doorman,Private room,100,1,0,0
40501,Spacious East Harlem Room,Private room,75,1,6,0
40505,Modern bedroom with queen size bed,Private room,125,5,0,0
40506,"Cute, simple & cheap studio. Great location UES!",Entire home/apt,130,3,3,0
40512,1BR beautiful apartment in the AMAZING Bushwick :),Entire home/apt,100,5,0,0
40520,Affordable & Sunny Crown Heights Room,Private room,45,5,0,0
40523,Beautifully decorated cozy Harlem home.,Private room,70,2,0,0
40528,Loft Room in Bushwick,Private room,40,2,1,0
40532,Interior Designer’s Lovely 1BR Flat (+Balcony!),Entire home/apt,140,6,1,0
40534,2 BED APT/TIME SQUARE/HELLS KITCHEN/CENTRAL PARK,Entire home/apt,350,1,25,0
40535,West Village Charmer,Entire home/apt,150,2,9,0
40540,Upper East Side One Bedroom,Private room,50,2,29,0
40551,WELL LIT 2 BR WILLIAMSBURG APARTMENT,Entire home/apt,200,2,0,0
40553,"Manhattan: large 3bed/2bath, new reno, central LES",Shared room,249,60,0,0
40563,Bright and airy 2 bedroom near Prospect Park,Entire home/apt,120,1,13,0
40567,Sleek 1 Bedroom Brownstone Apartment in Brooklyn,Entire home/apt,80,2,8,0
40571,Huge studio in the heart of Kips Bay,Entire home/apt,140,1,3,0
40573,SPACIOUSprivate room in LARGEapt 1block from train,Private room,100,4,0,0
40576,"Studio at Battery Park, Downtown Manhattan",Entire home/apt,115,1,12,0
40581,Private and cozy room in Bushwick,Private room,35,7,1,0
40591,Private Room in Brooklyn: Near L/A/C/J Trains,Private room,45,1,2,0
40593,"Big window, good lighting, computer and speaker!",Private room,39,1,1,0
40594,Loft in Bushwick,Private room,47,2,0,0
40598,Cozy Williamsburg Apartment,Entire home/apt,61,2,15,0
40605,Conveniently located Chelsea 2br,Private room,92,2,0,0
40610,Artists House with fire place & roof garden!,Private room,40,3,5,0
40611,Sunny Cosy Private Room Hell's Kitchen & Broadway,Private room,80,3,8,0
40612,Brighton Luxury,Entire home/apt,80,1,1,0
40614,Sunny one-bedroom in Prospect Heights,Private room,150,1,1,0
40620,SUNNY SAFE & COZY BRICK BEDROOM CLOSE TO NYC! <3,Private room,50,2,0,0
40645,Sunny East Village Private Room with Bath,Private room,120,3,1,0
40646,Cozy Priv Room! in Prime East Village!,Private room,100,3,1,0
40647,Super Cute Crown Heights Hideaway .,Entire home/apt,106,2,3,0
40650,Upper West Side Studio,Entire home/apt,90,2,8,0
40655,"Beautiful, Charming Bohemian Brownstone Loft",Entire home/apt,100,1,9,0
40656,Gorgeous views from cleanly home in Lincoln Square,Private room,180,3,13,0
40663,BK Spot,Entire home/apt,120,3,12,0
40667,Lower manhattan 1 bedroom short or long term,Private room,86,1,0,0
40681,Huge Bright King Size Private Bedroom in NYC,Private room,109,1,2,0
40684,Bright 3 bedroom apt in South Brooklyn,Entire home/apt,125,2,0,0
40689,Renovated entire floor apt in prime Williamsburg!,Private room,59,4,0,0
40690,B in Brooklyn!,Entire home/apt,120,2,8,0
40691,One room in Bushwick,Private room,80,1,0,0
40692,Full Sunny East Williamsburg Apt,Entire home/apt,120,5,1,0
40695,Entire 1 BR Apartment in Perfect Astoria Location,Entire home/apt,95,2,0,0
40706,Comfi & Cozy Studio in private house,Entire home/apt,95,2,9,0
40712,Luxury Studio in Iconic Lower East Side,Entire home/apt,200,1,7,0
40716,Prime Bushwick Entire 2 Bedroom Apt 10 min to City,Entire home/apt,95,3,0,0
40724,Idyllic 1000 Sq Ft Bushwick Loft steps from the L.,Entire home/apt,250,3,2,0
40735,Beautiful 1 bedroom Apartment in Prime Astoria,Entire home/apt,79,4,0,0
40737,"Williamsburg 1.5 Bed, PRIVATE Yard, Music Venues",Entire home/apt,95,1,2,0
40738,Peaceful Private Room in Kew Gardens! Room 2,Private room,40,1,9,0
40749,Quiet Place at Manhattan Midtown West,Private room,50,1,3,0
40752,Entire Cozy Studio in Central Harlem,Entire home/apt,85,2,7,0
40755,Sunny Bedroom in Williamsburg / Chambre privée,Private room,85,6,1,0
40757,Elegant & bright 1 bedroom in West Village,Entire home/apt,250,2,11,0
40758,Spacious and stylish Harlem apartment,Entire home/apt,95,2,0,0
40762,Private room in Midtown Manhattan with Balcony,Private room,160,2,0,0
40765,"Private room,29fl in luxury bldg Midtown Manhattan",Private room,119,2,1,0
40777,Cozy bedroom in artsy Bushwick Loft,Private room,45,3,3,0
40778,Cozy One Bedroom by Central Park,Entire home/apt,120,7,1,0
40779,Studio in lovely Astoria,Entire home/apt,125,7,2,0
40784,Bright financial district apartment with views,Entire home/apt,250,2,6,0
40798,NEW Williamsburg Gardens Large Room Private Bath,Private room,75,2,3,0
40799,Luxury Modern Apt - AMAZING location,Entire home/apt,220,90,6,0
40801,Huge sunny room with private bath,Private room,50,30,5,0
40804,Cozy south brooklyn apartment for a single/couple,Entire home/apt,90,2,9,0
40805,Awesome 1 Br apartment,Entire home/apt,56,3,2,0
40808,"All set for guys, don’t miss out",Shared room,20,5,5,0
40811,2 bedroom apartment with a big outdoor terrace,Private room,90,4,0,0
40827,Whole Ridgewood Railroad 2 blocks from M,Entire home/apt,52,7,1,0
40830,5 min away from LGA,Entire home/apt,135,1,17,0
40840,"LARGE ROOM 
20 minutes to midtown",Private room,59,2,1,0
40841,Sunny Studio located in the heart of Harlem,Entire home/apt,80,2,3,0
40845,"Sublet in Williamsburg, 50 steps from L train",Private room,48,28,0,0
40846,Penthouse studio. Clean. A+ location Cafe&Park :),Entire home/apt,120,2,2,0
40848,Cozy private room in Williamsburg,Private room,45,3,1,0
40854,Private room in modern duplex,Private room,45,2,1,0
40855,"Color and light, East Village",Entire home/apt,117,5,6,0
40859,conveniet access to NYC,Private room,99,2,1,0
40867,Large quiet apt. Right next to everything you need,Entire home/apt,75,5,2,0
40869,Modern living in semi-industrial setting,Private room,80,1,2,0
40877,"Warm, quiet and spacious.",Private room,75,3,2,0
40880,Bright Room in Bushwick,Private room,55,2,0,0
40887,Best location Just 5 min to MANHATTAN,Private room,70,1,33,0
40894,Cozy apartment in the heart of NYC,Entire home/apt,250,2,0,0
40895,Beautiful & Spacious APT / Large Living Room Area,Entire home/apt,79,2,4,0
40898,Williamsburg - 1st stop out of Lower Manhattan!,Private room,59,1,1,0
40899,Beautiful & Cozy - SoHo Studio,Entire home/apt,132,2,3,0
40901,High ceilings  private room  with record player,Private room,70,1,5,0
40902,Lovely Room in Brooklyn,Private room,90,1,0,0
40905,Beautiful Room in Bushwick,Private room,89,2,0,0
40906,Pirouette (Private Room),Private room,35,5,1,0
40912,Entire 3rd Floor w/2 rooms of Authentic Brownstone,Entire home/apt,400,2,0,0
40916,Park Slope apartment in the heart of it all.,Entire home/apt,275,1,0,0
40921,Amazing Room in Triplex Loft,Private room,65,1,3,0
40930,Downtown Modern 2 bedroom with Views!,Entire home/apt,218,1,6,0
40931,Large Private Bedroom with a High-rise View in NYC,Private room,65,1,14,0
40932,2 minutes to subway Room with Terrace  and sofa,Private room,34,28,0,0
40937,PRIVATE duplex by trains in the heart of Bushwick,Entire home/apt,107,4,1,0
40946,Private Room in LES,Private room,84,2,0,0
40947,Room with private bath and shower in boho apt,Private room,50,15,0,0
40972,Greenpoint Getaway,Private room,48,1,1,0
40979,"Clean, minimally furnished room in huge apartment",Private room,80,2,0,0
40987,Renovated Studio in the heart of Manhattan,Entire home/apt,120,2,4,0
40993,New 1BR w/ King Bed.  Subway close.  B in NYC 7min,Entire home/apt,175,3,1,0
40995,Quiet Bedroom in Gorgeous Upper East Side Loft,Private room,80,3,0,0
41002,February room available in cozy Park Slope Apt.,Private room,50,5,0,0
41007,Close to Manhattan! Comfortable area to stay♪,Private room,37,30,1,0
41012,beautiful 1 bedroom apt,Private room,80,1,0,0
41018,Spacious 1BR with terrace in the heart of Brooklyn,Entire home/apt,110,2,2,0
41020,Private room and bath 10 minutes to Manhattan,Private room,100,2,0,0
41022,My cozy room perfect for Manhattan visitors,Private room,40,3,11,0
41023,Hamilton Suite. 4Queen. 2rms. priv bath. kitchen,Entire home/apt,199,2,0,0
41024,"Well-decorated room in clean, modern apartment",Private room,49,3,1,0
41025,Skylit Bedroom In Brooklyn,Private room,49,2,15,0
41027,Bushwick Apartment,Private room,38,3,1,0
41032,Best Stay in Clean Brand New Penthouse Apartment,Private room,50,5,2,0
41038,Cozy Studio Near Central Park,Entire home/apt,185,1,0,0
41039,Fabulous 1 Bedroom in the Heart of Greenpoint!,Entire home/apt,68,1,20,0
41050,Comfortable 1.5 Bedroom With Private Back Patio,Entire home/apt,79,3,0,0
41052,"Cute Apartment in Heart of East Village, Manhattan",Private room,90,5,1,0
41054,Sweet Quiet Spacious Room Brooklyn,Private room,75,1,12,0
41057,Large Room in Prime Bushwick Neighborhood,Private room,30,1,3,0
41066,Beautiful apartment in Gravesend(Girls share room),Shared room,20,7,2,0
41074,Cozy Studio in East Village,Entire home/apt,100,1,11,0
41076,Midtown sleep space,Private room,120,2,0,0
41096,Bienvenue à la maison,Entire home/apt,150,1,0,0
41098,Cozy Room for Rent in Fort Greene/Clinton Hill,Private room,36,28,2,0
41101,New Luxury Doorman Apartment,Private room,75,1,0,0
41102,Friendly space!,Private room,35,2,7,0
41104,"Spacious room (2min to subway, 25min to Manhattan)",Private room,40,4,0,0
41107,Cozy Brooklyn Private Bedroom,Private room,37,3,1,0
41114,Park Slope Garden Apartment,Entire home/apt,100,1,3,0
41118,"A beautiful Stay in Brooklyn, Safe Sheepshead Bay.",Private room,61,2,3,0
41123,Hip Harlem Apartment,Entire home/apt,175,4,6,0
41124,private room in artist's home. prime WILLIAMSBURG.,Private room,50,2,5,0
41125,Great room Ditmas Park Near park Restaurants shops,Private room,60,7,0,0
41128,Newly Renovated 1 Bedroom in Soho / West Village,Entire home/apt,250,3,1,0
41133,"Bright, Clean and Spacious East Village Studio",Entire home/apt,190,2,0,0
41134,Paris Private Room W/Private Bathroom,Private room,55,1,3,0
41135,Blissful Balcony Room,Private room,45,1,2,0
41139,Quaint apartment in heart of Astoria,Entire home/apt,50,4,1,0
41140,"Great location, quality Brooklyn private place",Entire home/apt,121,2,1,0
41142,Nice bright and quiet room near Prospect park,Private room,50,7,0,0
41148,Home Sweet Home,Private room,120,2,0,0
41150,Brooklyn Bohemian 2 Bedroom Loft,Entire home/apt,295,7,0,0
41153,Andrew’s Bushwick Den,Private room,35,3,0,0
41158,Cozy room next to subway!,Private room,70,2,0,0
41162,Spacious warm clean private room in the Brooklyn,Private room,50,1,0,0
41166,"★ Clean, Private BR in Little Italy/Chinatown ★",Private room,169,3,3,0
41170,Small Artist Tenement APT in NOLITA/ Little Italy,Entire home/apt,250,3,0,0
41171,Enjoy the View in a Cozy Lux Condo,Private room,60,5,1,0
41176,Big sunny room in Sunnyside,Private room,33,7,2,0
41179,Private room in spacious uptown NYC apartment,Private room,30,21,0,0
41185,SPACIOUS PLACE in BedStuy,Entire home/apt,80,5,2,0
41187,Ditmas Park Apartment Share,Private room,40,1,1,0
41188,wonderful private room in brooklyn,Private room,40,1,3,0
41189,"1 charming, private bedroom available! LES",Private room,150,2,4,0
41198,Comfortable Private Room in Crown Heights,Private room,50,2,0,0
41204,"Calm, Quiet Space in Bedstuy",Private room,60,2,2,0
41205,Cosy one bedroom apartment in Hells Kitchen,Entire home/apt,90,3,4,0
41209,Modern luxury apartment in the heart of Noho,Entire home/apt,189,5,2,0
41214,Harrison Green by (Hidden by Airbnb),Entire home/apt,1978,1,0,0
41215,Prospect Place III by (Hidden by Airbnb),Entire home/apt,1494,1,0,0
41223,Spacious private bedroom in Hamilton Heights,Private room,53,1,4,0
41254,Private room with terrace,Private room,100,14,0,0
41260,"Newly renovated apartment in Bensonhurst, Brooklyn",Private room,70,1,15,0
41268,Night with a king,Shared room,40,1,0,0
41284,Artsy Cozy Little Italy Apt! PRIME LOCATION!,Entire home/apt,150,1,18,0
41292,Manhattan adventure,Private room,68,4,2,0
41314,Sunlit Spacious Bedroom,Private room,85,1,27,0
41319,Welcome to New York City!,Entire home/apt,280,2,0,0
41324,Beautiful private room!,Private room,80,1,3,0
41332,Spacious One Bedroom in Hell's Kitchen,Entire home/apt,230,2,0,0
41333,Spacious two bedroom in Hell's Kitchen,Entire home/apt,250,2,0,0
41335,Private Master Bedroom with Ensuite Bath HK,Private room,100,1,4,0
41338,Wyndham Midtown 45 - Hotel Room,Private room,300,4,0,0
41341,Stylish 1BR with back patio in Hell's Kitchen,Entire home/apt,170,2,0,0
41346,26 Mt Morris Park Bldg in A la Soho!,Private room,75,5,0,0
41361,"3 Private rooms,shared space",Private room,150,1,0,0
41367,Corner Loft in Williamsburg,Entire home/apt,100,3,2,0
41369,Cozy Room in Townhouse Apartment,Private room,30,4,8,0
41399,Magical Mott Haven Loft,Entire home/apt,200,5,1,0
41465,"Bright, nice size room in beautiful Brooklyn apt.",Private room,50,2,1,0
41488,Times Square & Rockefeller Center Private Bedroom,Private room,150,2,0,0
41490,Bushwick APT with big bright room/private backyard,Private room,65,4,1,0
41496,Mary Sweet Home,Private room,65,1,2,0
41504,the haven,Entire home/apt,64,30,1,0
41534,Unique & Comfortable Apartment in East Village,Entire home/apt,300,2,2,0
41536,ROOM X,Private room,40,3,8,0
41537,Charming Bedroom in Quintessential Brooklyn Home,Private room,80,1,0,0
41540,"Nice bedroom in Astoria, Queens, NY",Private room,100,3,0,0
41543,Beautiful Mid-century Modern One Bedroom Apartment,Entire home/apt,89,3,18,0
41552,Carroll Gardens Cozy Nest,Private room,89,4,5,0
41561,LUXURY PRVT ROOM NEAR PROSPECT PARK,Private room,97,1,0,0
41562,Stylish 1 Bedroom in the heart of Brooklyn,Entire home/apt,100,2,9,0
41567,Hidden GEM in the CENTRAL location,Entire home/apt,195,2,4,0
41582,"Comfortable, Quiet, close to Airports, Manhattan",Private room,50,1,0,0
41595,Stylish apartment in a Brooklyn brownstone,Entire home/apt,125,5,4,0
41596,Enjoy privacy & comfort in Washington Heights 1BR,Entire home/apt,74,1,4,0
41601,Rare 1BR Artist's Apt. Chinatown-L. Italy-NoLita,Entire home/apt,125,2,5,0
41602,LARGE BEDROOM IN BRONX DOWN THE BLOCK FROM 2 TRAIN,Private room,65,1,0,0
41603,East Williamsburg Quiet Getaway or Workspace,Private room,80,1,10,0
41609,Sunnyside room mins to Times Square & JFK.,Private room,42,30,1,0
41612,Amazing Apt in West Village NYC,Entire home/apt,400,6,4,0
41615,Brooklyn palace,Private room,50,1,1,0
41616,Spacious 1 Bedroom in the Heart of Williamsburg,Entire home/apt,95,1,5,0
41618,sweet room to relax,Private room,40,1,3,0
41619,comfortable room for guests,Private room,40,1,8,0
41627,"Private Room in Bushwick, Brooklyn",Private room,43,1,2,0
41630,Bronx,Private room,27,30,0,0
41636,Huge Private Room near Central Park with KEY,Private room,85,1,14,0
41644,Charming Studio in Brooklyn Heights,Entire home/apt,100,1,1,0
41666,Cozy bedroom in the best location in New York,Private room,60,4,3,0
41671,Chic Village Apt!,Entire home/apt,200,3,0,0
41676,3rd floor Master Suite,Private room,50,2,1,0
41681,"PRIVATE BIG ROOM w. Queen Bed, and quiet roommates",Private room,49,2,2,0
41683,"NEW Luxury 1BR, Floor to ceiling windows, balcony",Entire home/apt,133,25,1,0
41694,JFK AIRPORT DELIGHT,Private room,55,2,19,0
41700,Amazing huge 2BR apartment in Park Slope,Entire home/apt,180,2,5,0
41703,Cozy Private room in Bedstuy Artist duplex,Private room,60,3,1,0
41705,Upper west/huge confortable Central Park ColumbiaU,Entire home/apt,200,1,22,0
41708,Better Than Hostel semi-private artsy room,Shared room,25,1,8,0
41710,Huge Bedroom in Gorgeous Sunlit-Apartment in Wahi!,Private room,75,1,5,0
41720,Bright Private Bedroom in Classic Harlem Apt,Private room,77,2,9,0
41721,Cozy Room in Huge place in Prospect Heights,Private room,50,3,10,0
41724,Sunny King-Sized Manhattan 1BR w/Views Awaits You!,Entire home/apt,95,3,16,0
41728,Private room in cute Greenwich Village Walk-up,Private room,110,1,13,0
41729,Lola's Casa,Private room,52,4,1,0
41730,Shared Apartment - 1 Bedroom,Shared room,180,1,0,0
41741,Not too late! Great place in Chelsea,Entire home/apt,500,2,0,0
41760,Cute room with private rooftop near Central Park,Private room,99,1,6,0
41779,"A large, lovely room with plants.",Private room,66,1,0,0
41781,Brooklyn Sanctuary: Sunny Studio in Carrol Gardens,Entire home/apt,100,2,4,0
41788,Charming Brooklyn studio,Entire home/apt,69,2,4,0
41799,Large sunny private room with queen size bed.,Private room,48,2,1,0
41818,Upper East Side - Posh NYC Experience,Private room,90,1,4,0
41832,"Private room for a single, couple or small family",Private room,36,1,1,0
41836,Chic Bed-Stuy Hideaway w/ Large Patio,Entire home/apt,150,2,0,0
41839,Private Rooftop UWS Cozy Apartment,Private room,125,3,1,0
41865,Spacious One Bedroom near Lower East Side!,Entire home/apt,145,2,3,0
41867,Spacious Room in Astoria!,Private room,70,5,1,0
41875,Cozy Upper West Side Spacious Studio,Entire home/apt,135,1,1,0
41882,"Clean, Safe, east village room!",Private room,125,4,1,0
41885,Cozy Bedroom with Private Bath & 2 Cats in Bedstuy,Private room,55,2,1,0
41891,Top floor apartment with Manhattan view,Entire home/apt,120,1,3,0
41899,Huge APT with private rooftop in Williamsburg,Entire home/apt,180,1,0,0
41903,Sun-Filled Cozy Bedroom steps to Fort Greene Park,Private room,95,5,0,0
41906,Stay in a NYC Historic Site!,Private room,59,4,7,0
41916,Private room in 2 bedroom apartment,Private room,70,1,0,0
41920,Old,Entire home/apt,395,4,2,0
41922,spacious bedroom queen bed on upper east side,Private room,80,2,1,0
41924,Perfect Location - ASTORIA,Private room,48,20,2,0
41925,Bright Room in Central BK!,Private room,51,3,5,0
